,cosim_0,cosim_1,cosim_2,cosim_3,cosim_4,cosim_5,cosim_6,cosim_7,cosim_8,cosim_9,cosim_equals,cosim_hookclose,cosim_hookopen,cosim_minus,cosim_parclose,cosim_paropen,cosim_plus,AREA_0,AREA_1,AREA_2,AREA_3,AREA_4,AREA_5,AREA_6,AREA_7,AREA_8,AREA_9,AREA_equals,AREA_hookclose,AREA_hookopen,AREA_minus,AREA_parclose,AREA_paropen,AREA_plus
0,0.08799512637739439,0.4474013718505038,0.28694778407764965,0.3010094204867113,0.13250909179081446,0.19969387761445717,0.08288216090909972,0.48415179749557574,0.0399843642223577,0.08584790298781658,0.4941523420717598,-0.11939346204070021,0.004156608019992857,-0.8488311687160119,0.35573329023048905,0.300482701512606,0.8052961278034164,52976.17052393289,55634.03020801342,55289.831316003765,48634.27648658916,76956.40953237996,84878.71030127983,70963.5347026408,68684.95866240402,63597.10062926254,76035.46718517152,48908.5991926329,32133.957142545103,40715.46073563816,24591.09688838862,43770.61328121841,61813.495232278925,64491.61145931964
1,0.1892634503198793,0.2747552173098936,0.3114870669604953,0.3044548119991986,0.3123044295765289,0.16128171043165518,0.15116276310992172,0.44204231277800016,0.1642223436495316,0.1668841506840953,0.2970231121519363,-0.03339876742896642,-0.08180998936634076,-0.9263569072536404,0.39033225882686157,0.3678474716821773,0.8854513017875559,26364.96209783445,32976.580775374605,37251.79246661958,42471.118391643235,58351.708559849794,35510.27765045511,38966.20146189569,49961.838257834934,31588.232732956367,36609.047731788334,24191.348573207782,19514.81811309976,25249.802834451515,13759.111819283082,23839.656386222254,28570.72785701969,38127.81227569821
2,0.11875610428670631,0.43890061283222453,0.27760140853549936,0.3425581912586341,0.2639397629953422,0.2552123003016318,0.17269972419660534,0.5136338218925459,0.1347994437034232,0.12340279565489716,0.30118338651209126,-0.12893307109074173,-0.03225440444625029,-0.8857913133101538,0.3666366755954168,0.34638994612356655,0.9519027753072504,141286.71176893258,105211.2307815718,121607.48993094104,130320.98737222706,164908.82538278963,133815.66341406826,150751.90480265097,139256.19395064688,182318.44814786196,149662.02832361555,136051.49525170727,58351.01344935254,81447.5603718267,76398.4294121448,113420.17248198198,146158.76436343437,116924.27591794437
3,0.07611388363981053,0.44263713526037757,0.3583040315130058,0.3488521737107273,0.3382697182258151,0.14535791759587582,0.09967881014733064,0.6076274113951076,0.04711191998575465,0.0893826862055405,0.4878273320805972,0.017372129068797666,-0.0880832617068208,-0.8467330156003934,0.3764666718071029,0.4078221828442582,0.8035000288816379,52548.7384509358,48018.22161757237,37872.34787613043,55360.95124816795,59233.27463796404,60238.025770471424,61186.629827614655,45682.11446810627,51323.65645788427,68296.75616890885,36493.21620371411,35420.36368945666,35760.33570510667,13696.505658361773,38068.353015361405,53615.40144743904,57797.78038594105
4,0.12142680361668028,0.6128065634768824,0.5035248121033308,0.3708590614678342,0.1040803971094118,0.2586531980455999,0.08673589103281303,0.5175238039926361,0.09700934444152444,0.11549488632022568,0.6005315085524976,-0.038601777889456616,0.0633086136045723,-0.8186940118672728,0.33291751948043186,0.2706265098072222,0.7856701567053644,53187.784769550475,49743.52308252899,45213.532455023946,44821.44284230638,52434.19055253166,78441.35925189596,68829.87059524206,61314.07424670845,64252.033695942315,75188.92777213913,39424.77171579272,33997.795348693886,34483.86491787615,16340.191414189107,44820.01522400215,59607.56360439669,57160.830162360566
5,0.14531011754791842,0.353219134515429,0.18333438550914172,0.21250087083413755,0.37333768947365825,0.17076203062817147,0.1847070912963905,0.38253935062085387,0.08436440417668459,0.15505262780458492,0.2457235774335265,-0.08826856319361552,-0.07935924293279538,-0.8109093573190117,0.3013036270496643,0.4170267129024616,0.777912233542446,81282.30725459309,77927.14966403984,60657.01670481712,80442.78537102898,89564.25420456594,93296.35135250157,115485.13801590512,75231.61234479057,96851.06417613746,118663.41058430403,77558.22660297925,52307.33539465675,64705.79856531965,23992.21472576894,73911.68598560937,111901.75025309234,81273.51793126881
6,0.08938873538298171,0.43953786826421865,0.26060978500193094,0.3599031075881494,0.3227575773249399,0.23661444512457544,0.1532694888637124,0.4522542334689844,0.12580884916678314,0.10085391130245956,0.29905256595682694,4.99349130203735e-05,-0.19139094069634305,-0.8839076112435246,0.3855871620345596,0.31860777118041295,0.9124818847060515,61347.72118548339,44983.80036717405,45850.509603574596,73284.27502305708,55741.20071580764,61498.80228052248,75905.57170922124,33558.17181791185,73032.14075857967,79495.73648440698,39212.91305330092,25617.10303628317,27521.59463891609,20480.32099672344,47637.11986240379,69250.62917137239,53361.06415359071
7,0.19119195836005554,0.2825098399762556,0.2875847584485942,0.31476462602639155,0.27879306364817896,0.2287396753142474,0.19581963152873116,0.4339370398947268,0.12244947029528812,0.2300760290149709,0.30802638441081154,-0.04376390330805753,-0.07046612653216276,-0.9353614931039235,0.397300192128714,0.3800605898761468,0.9229019512650822,70818.53904399216,71812.68219656497,67327.39099544619,91915.5756989812,79321.46186815949,87132.70082030773,85767.88127247377,68532.39922748314,90917.34705064153,78928.67718134494,54697.441792005484,40777.209812069035,54428.912938807094,27041.82041068487,63285.89332847438,81049.10670062376,63215.685628237996
8,0.16596080294191162,0.37831285393933134,0.2481268751593003,0.22656555922322907,0.1697693678991082,0.21345873569001148,0.15264227853406903,0.47947505184933575,0.08486672044790662,0.2203128830887363,0.26166098087797673,-0.14917205953218307,-0.018861389312568477,-0.8310507243562602,0.3492321644841046,0.35574254655471466,0.8657198865953228,86598.44109766874,101102.60234780566,78515.8482053554,109864.91666421424,97812.81363240439,136281.85586732015,134864.55339787237,83374.54538432036,101441.34884107304,132771.26173906817,88498.81830955048,69554.97008490807,89645.10405576805,28916.691771403497,89270.28739561356,123230.23859735944,111697.35613438004
9,0.1896104221158344,0.2854366735777854,0.29039498292005367,0.3614125118835716,0.3037404941806922,0.28123969553556694,0.2178851691348795,0.4345497313349204,0.18653867801159557,0.17518633081363474,0.310066561176428,-0.03609991369184285,-0.07868903437617712,-0.9354784779486889,0.4035697707536613,0.37145006833573735,0.9365200674950692,71011.60615427999,60929.37288931458,60683.38862682598,75245.13242040057,78198.41461963841,59052.74381252585,87614.52178064617,57994.69332031329,71166.99174762402,77005.64397324163,53344.24287631265,42861.62101591942,42064.35794579901,28961.17766708241,51810.16560298809,68272.48272242812,80756.42596768624
10,0.17656828450441822,0.5107832692371642,0.3953804398841144,0.3913839948641994,0.2841543719426026,0.269459014971697,0.15431716917212643,0.5132201511120298,0.14272311800460236,0.15036758297524871,0.4930295793060288,0.030645846052519604,-0.11703750754950251,-0.8919069943711578,0.39585418200528477,0.339553596076323,0.883721461108148,41557.38670702294,30174.000645820095,27462.918108379712,39425.174048481815,42875.0877622151,60341.968750566026,45429.85497378137,29658.11769902642,42786.19321822683,54820.01883026607,24678.201412354312,21093.3167212169,22815.53505885243,13307.354072113383,28539.979267284205,38437.539133825936,38248.20670145708
11,0.19370542863978038,0.293630869561828,0.29652072638499016,0.3437557969336323,0.290692764326371,0.2634674453921529,0.2080462856626482,0.44790920837000114,0.14399141009315577,0.21790069054510114,0.3177793756712326,-0.04002188783342243,-0.07801292643352102,-0.9608119995210186,0.4110820308148469,0.3834950890707949,0.9540464740805845,70950.25362817539,83541.02129017377,68710.7367873641,86553.91705811597,85995.99787624921,86797.27883843007,66969.69486377107,60979.83346202601,70933.77965203222,76034.83952277366,44017.53690776734,61585.42707148531,50463.48467147014,24491.689440903734,51592.45959743598,65017.39307979072,65788.91287722235
12,0.19462727673053462,0.4971338052274431,0.4375007047010805,0.4058755382171969,0.21422655846590358,0.30751651575277594,0.16204309910941406,0.5715509532628618,0.15986732203881768,0.15932406521543205,0.5294432656529486,-0.039455179613971735,-0.0015809197686525367,-0.9009812716919076,0.370036715751876,0.3456396334145753,0.8707612251055163,50811.732434965576,47248.554532164155,46462.73746341496,65498.0057267791,65780.70702330166,63888.37664103757,66113.02584264569,59131.27932829642,69680.1589230182,79088.13832007581,47865.95623784779,33033.15701788847,37490.1844662347,20406.87673258014,44741.16003570428,57842.43404979917,58670.44842671623
13,0.13716342267732956,0.4952673779618917,0.3253802744941957,0.3359617569440523,0.2628151826793668,0.20726052601087533,0.14310078633319592,0.5471311505392819,0.09508736321648345,0.13428722242302546,0.40167698445452543,-0.03617274814253755,-0.13541069628677266,-0.9389700998182039,0.40161932344764867,0.3539307285225685,0.9455909319080986,24911.444124038426,37517.96299490835,27258.316506497915,31094.71709468137,44655.48433130847,47757.395962409755,38596.58711430889,26973.825944535874,28614.952405424545,45676.60686158569,23305.452166529863,18806.533039008384,23398.608035991972,12106.293011673404,25050.950470855707,30598.626440429813,35145.78738419328
14,0.1375408875269078,0.5054236476704257,0.33198757836858644,0.33985422428097456,0.2683429553859583,0.20945664402170147,0.14318329959574888,0.5440285672203338,0.09487850262062052,0.13400686629997588,0.40976829394474723,-0.0632292046194178,-0.10479471216013896,-0.9611111466587896,0.4013156018995329,0.37171323672592244,0.9687887581164891,25981.62871845189,37125.04909544635,28170.36836311095,34650.68651063647,45745.06817969473,50977.39010474552,39487.183517488236,22520.940604720585,35197.205456215714,45251.65213850669,21025.653662643927,27369.472600184647,26088.53453158568,12476.341579169943,27166.140196256456,36001.248507254,34042.81883551864
15,0.46008596419952213,0.20971949741053425,0.38532340781682306,0.3968031850121721,0.1592533934596333,0.2503549204198894,0.25104413489595273,0.26449911161377904,0.2369771842995627,0.30609894514746777,0.43399604316795254,0.031242481354662892,-0.03282159193453721,-0.7873020128721345,0.3722241738541011,0.29793493305931346,0.6904128352226998,83639.7108329784,77585.6524439855,77755.68427660054,73341.05684324476,83518.66935663235,99132.1297086325,92401.53322800994,69351.1247288888,87846.79669110346,99564.95358652802,67442.50740534584,54361.020485785666,62480.014283892124,25329.064258479102,70056.12247613622,86085.80952581347,93315.33796839819
16,0.2522943873017363,0.3104102923605932,0.42538473833341983,0.3886014648361452,0.26043576211787145,0.3989884058032587,0.2935758447570563,0.47713648004928255,0.24980415297606862,0.24801347348167954,0.5238008639597088,-0.0838398163603417,0.11901458122938575,-0.883659852450832,0.3127447173420438,0.4810367079873546,0.8127486677418505,73660.7396880187,58821.59813542154,61507.90521629352,81316.99524400503,71018.38016922884,81498.12851684036,67875.96022844547,65269.809461615376,71488.84794840931,70885.38846020245,52546.915350946954,39648.43786176937,47817.816245523834,25978.878418598142,47319.005631865875,68129.89283179125,73747.08920846292
17,0.14999153605850502,0.17613347810466629,0.26429958007233556,0.4116385112714104,0.31933892767533484,0.27004055443854075,0.2000397832473423,0.4315878448205551,0.15469065784201524,0.18245044773183286,0.29035083439567344,0.10094360982533379,-0.1868644178844514,-0.8823952312576946,0.4422387266496692,0.29225092972823974,0.8730960596967338,52895.49780695664,48179.84562933333,64313.50607830435,78293.10301662833,63776.40236276935,55085.221501090135,86959.691088435,44159.8769225736,89449.98572888254,74824.67699801395,58933.55431087418,20522.481798379886,37360.47859158382,32353.09699272072,53521.965545733125,73815.61560599903,56444.28109967003
18,0.054695876500729754,0.577208488473569,0.3843954912408064,0.313215350987755,0.34489496197367747,0.1334278191984155,0.08593294268571236,0.4922864006165101,0.051826799010725184,0.024150973883671434,0.4411993245915637,-0.030817997283024194,-0.05041101607122318,-0.7944707068991939,0.337185701230786,0.3713218439115008,0.7947420329581112,71151.59242653337,64729.48820188247,69855.6928224921,88024.24764814311,89102.49759710365,75246.35219831145,77484.57591938807,79394.1577766526,90320.59925829459,95206.0875021383,74438.78242030214,43331.58603534715,46536.203854301,30975.915716797965,60320.61432017629,84302.4763968084,74721.00953558518
19,0.14141999883761536,0.2642227038288,0.1964521830071672,0.23529076048659303,0.390798599133659,0.17336709892621682,0.23333980117376676,0.4043877575066532,0.08373184087473491,0.1525105001467008,0.21266327071507413,-0.08663455339798377,-0.05822153378680786,-0.882389093813987,0.3531111157504126,0.3858049301868005,0.8054496201980247,32106.70400934331,31277.091570929642,29815.606304581826,44925.42094899502,49183.29690893213,29203.02478660859,36881.18369154882,41852.41534591313,33294.42128534946,33521.506035781415,21420.707498446594,22307.60460135788,22028.2786087086,11321.869957471683,21983.68945909412,31099.896514292617,41438.63125587544
20,0.20366378688845996,0.3802457295124171,0.32069914449078046,0.5282089043219115,0.32199171302383794,0.4479182775573927,0.2413924314473414,0.4122121962486001,0.2935374658699666,0.21166514293813316,0.43183259897414317,0.05605647020543928,-0.09036147193316046,-0.82866499714334,0.3977990931813864,0.24194421139821778,0.8088842799735765,53558.317591005936,55703.71840648697,44801.15219857584,98018.57316376068,82306.50833187858,71455.1719403905,84323.47475750613,57670.7531677315,61902.74725112926,82416.06308051173,45991.873191262304,41359.14082495044,42332.15164365546,16212.392655296868,47949.25504906528,65798.25532374803,67228.90372508272
21,0.1898827334512455,0.2884530962656315,0.29208190329820755,0.3829008210211321,0.31708708744701736,0.2734876717185947,0.21041737759921464,0.4420617083541837,0.20947507299329388,0.16753576211172141,0.31292082845892594,-0.04024213151642574,-0.07564302464988037,-0.944089872879375,0.3999947603958735,0.37659649322917743,0.9363878597460195,70640.73244024016,70156.28944537186,75086.20927390212,61231.92565346231,87715.90570242894,82900.98243283539,102010.79891539208,72453.46659826333,72696.83585890377,98605.34813256867,58569.13453313439,37434.89181263129,55299.89716212864,27837.355051203867,55711.31250214318,73640.61440943016,75086.52603527701
22,0.14235531250903907,0.3956968594112421,0.34530629512990435,0.3589450884621812,0.3457293282354461,0.21461585203860847,0.15221939818129346,0.5917078251472605,0.10641798662742916,0.1372279642641832,0.40983693072914196,0.016717189316911206,-0.11318535383834685,-0.9441591715085198,0.43149167375000447,0.3560151600055545,0.8952321451823212,25803.503803252974,29957.65785192005,28091.703341242523,32009.7374906251,42523.60750887623,41836.91997120968,32187.843073117157,35138.78123557213,25017.150216813192,38036.710173603075,21807.299595157823,18425.51678303907,22646.92149742768,12134.893366844495,22150.931618465933,25402.41556736679,36175.18914991741
23,0.13863898474707204,0.48556940027231016,0.3241584280898365,0.33700659239441105,0.24747146996903108,0.20986290263759544,0.14461541203256448,0.4911883202989919,0.09774533023553297,0.13539542714958253,0.40148233047866305,-0.03851269234251658,-0.12845294851780786,-0.9315460362788083,0.39184489063322053,0.3546961323978286,0.9395689315599959,30993.35697669719,39637.07273603752,28311.12773653061,38752.38930959661,49206.69404811153,53492.69387949724,39946.8390384453,24365.744114765814,32766.685069391093,52284.518420036286,23949.06091616547,25611.63860978781,18637.693122700763,11873.793291125729,27484.496460385715,35146.771603004294,40065.746581880754
24,0.21474078245623252,0.14449762690442958,0.3555725073725668,0.31975916664300796,0.18478355360768514,0.16481257035341196,0.10559561629225203,0.3646790424269637,0.1529618044659416,0.29435174080199616,0.25318484514145545,0.07181229933989658,-0.14921537643852711,-0.8121414858170737,0.39641910476759623,0.2910329963166551,0.7304171698046199,70097.4775232408,78325.56394509057,88424.62576837429,124822.44831279974,109742.47307237702,67386.09244748618,84364.1893176679,107647.98565144668,96548.90327850489,99480.39446369033,77081.48035702853,41723.33629809231,49207.29565107277,29788.462535772866,66024.17783733475,91363.57921466658,69570.3201996304
25,0.13759830459137606,0.5044041431795319,0.33058860521169775,0.3398256383924518,0.2746767726045596,0.20940209845724542,0.1460105947555486,0.5441788085524868,0.09493854901167088,0.13415810753165341,0.40848209198979335,-0.06857792154290702,-0.09726056013710584,-0.9621243994474913,0.39592957089676,0.37623004479157773,0.9689005637898783,27797.196731369648,40035.693554225654,28072.98731099457,36740.91384637488,47012.93930343946,52639.158094742044,41641.44706417633,21724.088893769807,35382.42752319222,48357.64456522874,21284.320026543926,25787.313719105412,21520.49992769731,12575.780850871384,28850.313330033332,37048.89851603104,43023.686390982984
